Numero de Identificación,Score,Edad,Balance,NumProducto,TarjetaCredito,EsunMienbroActivo,Salario,GeneroCODE,Departamento_Bogotá,Departamento_Santander,Rotación,SalarioSTD,SalarioMinMax
15589380,713,40,114446.84,2,1,1,87308.18,0,0,1,0,-0.2441011404191359,0.4365246881077142
15698792,671,48,119769.77,1,0,1,66032.65,1,0,0,0,-0.6143585680297823,0.3301368780718558
15693704,679,24,114948.76,2,0,1,135768.25,1,0,0,0,0.5992480433629772,0.6788481800011901
15772423,739,54,126418.14,1,1,0,134420.75,0,0,1,1,0.5757975401931222,0.6721100365084866
15617419,618,29,100315.1,2,1,1,32526.64,1,0,1,0,-1.1974626821033962,0.16259082742401898
15604158,554,39,0.0,2,1,1,18391.93,1,0,0,0,-1.4434486276766667,0.09191052745537198
15724924,589,37,138497.84,1,0,1,18988.58,1,0,0,0,-1.4330651451413834,0.09489406238295757
15662884,739,58,110597.76,1,0,1,160122.66,0,0,1,1,1.0230871297488395,0.8006318603426626
15741094,693,21,0.0,2,1,1,3494.02,0,0,0,0,-1.702716520574043,0.017413863023918782
15621116,648,33,138664.24,1,1,0,29076.27,0,0,1,0,-1.2575093705057507,0.14533732971498778
15746902,793,38,0.0,2,1,0,88225.02,0,1,0,0,-0.2281454006593955,0.44110932594062735
15692575,760,38,162888.73,1,1,0,91098.76,0,0,0,1,-0.17813378731665785,0.4554793982825359
15636023,619,40,0.0,1,1,1,147093.84,1,0,0,1,0.796346955567414,0.7354815384869254
15634501,441,60,140614.15,1,0,1,174381.23,0,0,0,0,1.2712286072869472,0.8719315194601084
15768600,805,50,130023.38,1,1,0,62989.82,0,0,1,1,-0.6673128497072071,0.31492127498176076
15761241,578,36,129745.1,1,1,1,143683.75,1,0,1,0,0.7370012588293874,0.7184294600134312
15644699,850,40,0.0,2,1,0,1099.95,1,0,0,0,-1.7443804509071452,0.005442369746310773
15586517,647,32,97041.16,1,1,1,23132.73,0,0,0,0,-1.3609446236487268,0.11561679140357903
15605059,576,63,148843.56,1,1,0,69414.13,0,0,1,1,-0.5555107702867013,0.3470458928827703
15780144,512,32,123403.85,2,1,0,80120.19,1,0,1,0,-0.36919352058973787,0.40058130551467663
15689412,604,32,127849.38,1,1,0,15798.7,1,0,0,0,-1.4885785336767876,0.07894313906978116
15766374,632,42,119624.6,2,1,1,195978.86,0,0,1,0,1.6470915317963022,0.9799299833134063
15678571,723,21,0.0,2,0,0,24847.02,0,0,0,0,-1.3311108848145516,0.12418906005523526
15609998,700,59,137648.41,1,1,0,142977.05,1,0,1,1,0.7247025793561874,0.7148956225319517
15617052,782,34,0.0,1,1,0,183021.06,0,0,0,1,1.4215873166019815,0.915134795372958
15713596,428,62,107735.93,1,0,1,58381.77,1,0,0,0,-0.7475066093597864,0.29187882442773283
15714920,585,44,163867.86,1,1,1,112333.22,0,0,1,0,0.19140890028271898,0.5616618387055964
15731511,808,45,118626.55,2,1,0,147132.46,0,0,0,0,0.7970190583001929,0.7356746569297367
15706899,559,34,0.0,2,1,1,66721.98,0,0,0,0,-0.6023621781595959,0.33358385725836814
15737748,534,33,151233.62,1,0,0,199336.63,1,1,0,0,1.705526705101419,0.9967204368017145
15636977,507,36,118214.32,3,1,0,119110.03,0,0,1,1,0.30934552691463385,0.5955491249414319
15784844,752,48,116060.08,1,1,0,156618.38,0,1,0,1,0.9621022471899827,0.7831087868891479
15772892,699,49,0.0,1,0,0,105760.01,1,0,0,0,0.07701551850823066,0.5287926496980461
15678779,502,33,0.0,2,0,1,4082.52,0,0,0,0,-1.692474872250882,0.02035664405950768
15611157,709,32,87814.89,1,1,0,138578.37,1,0,0,0,0.6481524797026232,0.6929001219616473
15758685,706,37,0.0,2,1,1,110899.3,1,1,0,0,0.166454432375247,0.5544915539434015
15712319,714,45,150900.29,2,0,1,139889.15,0,1,0,0,0.6709639457842429,0.6994546479188761
15664539,683,35,61172.04,1,0,0,82951.12,0,1,0,0,-0.3199269284274836,0.4147373074128579
15632050,779,41,99786.2,1,1,0,86927.53,1,0,0,0,-0.2507255812589171,0.4346212563299795
15580213,585,43,0.0,2,1,0,89402.54,1,0,0,0,-0.20765305446825083,0.4469974882601288
15629133,579,27,0.0,2,1,0,126838.7,1,0,0,0,0.443847345344143,0.6341961657338275
15607577,663,27,0.0,1,1,1,188007.99,0,1,0,0,1.5083747138360037,0.940071826859465
15806926,615,35,97440.02,2,1,1,139816.1,1,0,0,0,0.6696926587663894,0.6990893630341698
15650313,632,65,129472.33,1,1,1,85179.48,0,0,1,0,-0.2811468443877224,0.4258801715563836
15743076,669,29,0.0,1,1,1,93901.61,0,1,0,0,-0.12935587057481862,0.46949498677123663
15775809,677,26,98723.67,1,0,1,151146.67,1,0,1,0,0.8668782377654726,0.7557476238980823
15598782,755,30,154221.37,2,0,1,62688.55,1,0,1,0,-0.6725558427238915,0.31341478111159615
15765518,643,51,105229.53,1,1,0,34967.75,1,0,0,1,-1.1549801160232738,0.17479754316537227
15651883,794,55,115796.7,1,1,0,160526.36,1,0,1,1,1.0301127090658488,0.8026505531278236
15676909,667,34,0.0,2,1,0,163830.64,1,1,0,0,1.0876169974622045,0.8191735310722175
15616922,479,26,0.0,2,1,1,19116.97,1,0,0,0,-1.4308307777187654,0.09553607369503787
15571148,645,21,0.0,2,0,0,28726.07,1,1,0,0,-1.263603890884291,0.1435861624785167
15811127,521,35,96423.84,1,1,0,10488.44,0,0,0,0,-1.5809928334636183,0.05238930317845354
15670615,652,37,0.0,2,1,0,68789.93,0,1,0,0,-0.5663737046678692,0.3439245947988032
15791535,592,28,137222.77,1,0,0,39608.58,0,0,0,0,-1.0742158869874605,0.19800390937334514
15607381,769,31,148913.72,2,1,0,53817.23,1,0,1,0,-0.8269431657523133,0.2690539446517142
15658057,812,44,0.0,3,1,0,66926.83,1,1,0,1,-0.5987971795886534,0.33460820508358546
15787835,775,38,125212.65,2,1,1,15795.88,1,0,1,1,-1.4886276100544789,0.07892903772310254
15735636,604,53,121389.78,1,1,1,48201.64,1,0,0,1,-0.9246711146173273,0.24097331295138683
15621546,620,33,127638.35,1,1,1,192717.57,1,0,0,0,1.5903353971151772,0.9636219758986982
15566543,573,44,0.0,2,1,0,107124.17,0,1,0,0,0.10075595517182215,0.5356141011466594
15791302,741,32,0.0,2,1,0,143598.7,0,0,0,0,0.7355211361617837,0.7180041693981776
15694209,484,32,0.0,2,1,1,139390.99,1,0,0,0,0.6622944818442837,0.6969636100247573
15619932,847,66,123760.68,1,0,1,53157.16,0,0,0,0,-0.8384303446965257,0.2657532794381864
15728352,623,27,120509.81,1,0,0,142170.44,0,0,0,0,0.7106651690691104,0.7108621873388908
15725997,660,35,100768.77,1,1,0,19199.61,1,0,0,0,-1.4293925962108198,0.09594931315940672
15648362,728,45,108924.33,2,1,0,84300.4,0,0,1,1,-0.29644544796958233,0.4214843517555926
15571816,850,70,0.0,1,1,1,705.18,1,1,0,0,-1.7512506216947992,0.003468331225632047
15738191,577,25,0.0,2,0,1,124508.29,0,0,0,0,0.4032912881329653,0.6225430028567728
15637354,623,24,148167.83,2,1,1,109470.34,1,0,0,0,0.14158628320300493,0.547346071549833
15621267,637,32,0.0,1,0,0,148769.08,0,0,0,0,0.8255011083913604,0.7438585384904257
15815125,668,45,102486.21,2,1,1,158379.25,0,1,0,0,0.9927466164046043,0.7919139777848784
15581197,762,51,99286.98,1,0,1,85578.63,1,0,0,0,-0.27420044858790954,0.42787611216871213
15652289,694,47,0.0,2,1,0,197528.62,0,0,0,0,1.6740619598426953,0.9876795233944841
15756871,512,39,0.0,1,1,0,134878.19,0,1,0,0,0.5837583551615961,0.6743974549569484
15638983,684,38,133189.4,1,0,0,127388.06,1,0,0,0,0.4534078413897026,0.6369432280782814
15667085,667,33,0.0,2,1,1,131834.75,0,0,0,0,0.5307934576719755,0.6591788015755504
15629094,528,36,156948.41,1,1,1,149912.28,1,0,0,1,0.8453961846242202,0.7495750844205621
15577478,714,72,0.0,1,1,1,86733.61,1,0,0,0,-0.2541003653588787,0.43365156372433566
15787161,591,46,129269.27,1,1,0,163504.33,0,0,1,0,1.0819382340563746,0.8175418252443107
15746708,589,55,119961.48,1,1,0,65156.83,0,0,1,1,-0.6296004379267933,0.3257573598278636
15707479,664,40,125608.72,1,1,0,122073.48,0,0,0,0,0.3609183607689618,0.6103677901239568
15755209,484,35,133868.21,1,1,1,27286.1,1,1,0,0,-1.2886636467651786,0.13638562482717098
15786469,686,34,0.0,2,1,0,87278.48,1,0,0,0,-0.24461800865226735,0.43637617392460976
15641389,659,48,123593.22,2,1,0,82469.06,0,0,1,1,-0.3283162045373614,0.41232677720722327
15646566,763,58,187911.55,1,0,1,35825.18,1,0,0,0,-1.1400582867595048,0.1790851026273009
15753079,612,41,0.0,3,0,0,151256.22,0,0,0,0,0.8687847332179827,0.7562954262132033
15582246,737,45,0.0,2,0,1,177695.67,1,1,0,0,1.3289097098667577,0.8885053022563655
15690678,530,33,129307.32,1,1,1,172930.28,1,0,0,0,1.2459777667865382,0.8646760765653119
15636069,632,28,155519.59,1,1,0,1843.24,0,1,0,0,-1.7314449967319157,0.009159174701183962
15662641,850,19,0.0,1,1,1,68569.89,0,0,0,0,-0.5702030543654535,0.3428242897196682
15683521,594,28,142574.71,2,1,0,129084.82,0,0,1,0,0.48293650614553446,0.6454278383585632
15707637,765,56,0.0,1,1,0,13228.93,1,0,0,1,-1.5333001659816474,0.06609306188741024
15567367,601,42,133636.16,1,0,1,103315.74,1,0,1,0,0.03447795904034098,0.5165701324476487
15595588,773,39,0.0,2,0,1,182081.45,1,1,0,0,1.4052353111968405,0.9104362966663316
15583076,588,41,106116.56,2,1,0,198766.61,0,0,1,0,1.6956066636788725,0.9938700645911683
15639217,806,34,0.0,2,0,0,100809.99,0,0,0,0,-0.009129535073101894,0.5040401858377475
15756875,782,34,147422.44,1,0,1,42143.61,0,1,0,0,-1.0300988338886274,0.2106802699657817
15791174,540,67,88382.01,1,0,1,59457.0,0,1,0,0,-0.7287944130530529,0.29725548789909434
15709222,557,34,0.0,1,0,1,123427.98,0,1,0,0,0.3844906847345044,0.6171409369594796
15768682,640,39,0.0,1,1,1,105997.25,0,1,0,0,0.08114419930379024,0.5299789629909656
15778149,538,68,0.0,2,1,0,110440.5,0,1,0,1,0.1584699493664681,0.5521973348454777
15722813,470,30,125385.01,1,1,0,68293.93,0,1,0,0,-0.5750055781908734,0.3414443579361829
15751524,677,36,68806.84,1,1,0,33075.24,1,0,1,0,-1.1879154123156541,0.1653340894055382
15768201,850,39,148586.64,1,1,1,176791.27,1,0,0,0,1.3131704630639247,0.8839828703641197
15606158,644,39,0.0,1,1,0,3740.93,1,0,0,0,-1.698419553050727,0.018648530934704262
15622370,813,30,116416.94,1,0,1,85808.22,0,0,1,0,-0.2702049005190658,0.4290241718084077
15802478,767,31,0.0,2,1,1,195668.0,0,1,0,0,1.6416816442895261,0.9783755348635794
15627854,707,44,0.0,2,1,1,135077.01,0,1,0,0,0.5872184138185391,0.6753916499025657
15588456,658,40,143566.12,1,1,1,189607.71,1,0,0,0,1.5362145943041896,0.9480711907987212
15675190,623,21,0.0,2,0,1,135851.3,0,0,0,0,0.6006933600889559,0.6792634696613525
15613880,591,58,128468.69,1,0,1,137254.55,0,1,0,0,0.6251140788816083,0.6862803897772236
15806318,676,48,124442.38,1,1,0,15068.53,1,0,1,1,-1.501285660874957,0.07529194038030632
15673180,727,18,93816.7,2,1,0,126172.11,1,0,1,0,0.4322466990302331,0.6308628974067023
15720893,637,34,0.0,2,0,0,26057.08,1,1,0,0,-1.3100522459531678,0.1302399379140708
15776233,758,61,125397.21,1,1,0,182184.09,1,0,1,1,1.4070215521210363,0.9109495456816125
15665760,802,38,0.0,2,0,1,57764.65,0,1,0,0,-0.7582463307076015,0.2887929297247887
15786042,706,44,185932.18,2,1,0,65413.41,1,0,1,0,-0.6251351836757199,0.32704038235651506
15707681,501,38,88977.39,2,0,1,133403.07,0,0,1,0,0.5580868848566488,0.6670211505198747
15729668,521,29,60280.62,1,1,0,154271.41,0,1,0,0,0.9212579967821499,0.7713728161039379
15774151,614,41,179915.85,1,0,0,14666.35,1,1,0,1,-1.5082847876763315,0.07328084832101465
15569451,463,35,101257.16,1,1,1,118113.64,0,0,0,0,0.29200538082675864,0.5905666991197659
15622911,759,42,105420.18,1,0,1,121409.06,0,0,0,0,0.349355478901715,0.6070453728331056
15632446,667,24,0.0,2,0,0,180329.83,0,0,0,0,1.3747519194622342,0.9016773601878978
15615624,605,28,0.0,2,0,0,159508.52,1,0,0,0,1.0123992692540453,0.7975608670628044
15720583,745,44,119638.21,1,1,1,34265.08,1,0,1,1,-1.167208661524099,0.1712838576084016
15807593,546,36,85660.96,1,0,0,134778.01,1,1,0,0,0.5820149255455991,0.6738965071164297
15661745,557,36,0.0,1,0,1,144078.02,0,0,0,0,0.7438627281316349,0.7204009982953371
15678497,850,48,0.0,1,1,0,169425.3,0,1,0,1,1.1849807021481122,0.8471495027775151
15646859,621,47,107363.29,1,1,1,66799.28,0,0,1,0,-0.6010169285157889,0.33397039417264346
15782688,625,56,148507.24,1,1,0,46824.08,0,0,1,1,-0.9486447510898063,0.2340848551036624
15619616,571,33,102017.25,2,0,0,128600.49,1,0,0,0,0.47450772529191226,0.6430059570689001
15649450,805,24,143221.35,2,1,0,186035.72,0,0,1,0,1.474051356591618,0.9302095350105934
15584037,727,58,106913.43,1,1,0,25881.0,0,0,1,1,-1.3131165610538345,0.12935945382784053
15762902,649,42,0.0,2,0,1,22974.01,1,0,0,0,-1.3637068231760883,0.1148231156075405
15703979,580,39,119688.81,1,1,0,137041.26,0,0,1,0,0.6214021992370087,0.6852138379215215
15719858,659,38,0.0,2,1,1,35701.06,1,1,0,0,-1.1422183434967534,0.1784644433543403
15611544,701,36,95448.32,2,1,0,189085.07,0,0,1,0,1.5271191056387405,0.9454577412142859
15587299,567,48,0.0,1,1,0,55362.45,1,0,0,0,-0.8000517471934092,0.27678078256473493
15679668,850,38,115378.94,1,0,1,162087.82,0,1,0,0,1.0572867518707485,0.810458598796185
15731281,704,35,154206.07,2,1,1,40261.49,1,0,1,0,-1.0628533133142657,0.20126877116764647
15777553,659,56,123785.24,1,1,0,99504.03,1,0,0,1,-0.03185711883540545,0.4975097621822884
15691396,405,31,133299.67,2,1,1,72950.14,0,0,1,0,-0.49397369146396364,0.36472763148880716
15725511,559,31,127070.73,1,0,1,160941.78,1,0,0,0,1.0373422512007813,0.8047278515098192
15605425,545,44,127536.44,1,1,0,108398.63,1,0,1,0,0.12293534535353169,0.541987009759432
15634218,501,27,95331.83,2,1,0,132104.76,0,0,1,0,0.535492433821061,0.6605289805176394
15743075,659,35,0.0,2,1,1,58879.11,0,0,0,0,-0.7388514158558934,0.2943657619302643
15570299,584,31,152622.34,1,1,0,99298.8,1,0,1,0,-0.03542873053525648,0.49648351417560377
15733444,736,29,0.0,2,0,0,176152.7,1,0,0,0,1.3020574479921816,0.8807897154178224
15803456,641,40,0.0,1,0,0,151648.66,1,0,0,1,0.8756143550836435,0.7582578136212008
15580805,655,27,0.0,2,1,0,51620.94,0,0,0,0,-0.8651651365181173,0.2580714458230761
15804797,443,54,138547.97,1,1,1,70196.23,1,0,0,1,-0.5418999068142386,0.35095676637118844
15786200,564,31,0.0,2,1,0,53520.03,0,0,0,0,-0.8321153286777908,0.26756780272516023
15804962,606,36,155655.46,1,1,1,192387.51,0,0,0,1,1.5845913725688008,0.9619715182799957
15604348,710,22,0.0,2,0,0,99645.04,0,1,0,0,-0.029403125921133734,0.4982148795209942
15603749,564,53,45472.28,1,1,1,41055.71,1,0,0,1,-1.0490315258355554,0.20524025044391736
15733581,831,32,80262.66,1,1,0,194867.78,0,0,1,0,1.6277554389859408,0.9743740527220349
15705777,710,49,129164.88,1,1,1,193266.72,0,0,1,0,1.5998922385368661,0.9663679881428676
15799932,812,24,0.0,2,1,1,156906.15,0,0,0,0,0.9671103001006981,0.7845477743124467
15791501,590,43,0.0,2,1,1,143628.31,0,0,0,0,0.7360364381275418,0.7181522335383028
15653253,704,48,167997.6,1,1,1,173498.45,0,1,0,0,1.2558656127130812,0.8675171978923987
15781505,685,20,104719.94,2,1,0,38691.34,0,0,0,0,-1.0901785879355257,0.19341727134941383
15741554,746,31,113836.27,1,1,1,174815.54,0,1,0,0,1.2787868915405278,0.8741032768629404
15750049,621,40,163823.37,1,0,0,89519.47,0,0,0,0,-0.2056181250911441,0.4475821940995365
15758755,729,34,132121.71,1,0,1,105409.31,1,0,0,0,0.07091229664428403,0.5270389822228022
15699532,516,51,120124.35,2,0,1,168773.54,0,0,0,0,1.1736381418913522,0.8438903915323913
15659105,669,47,61196.54,1,1,0,58170.24,1,0,0,0,-0.7511878597757563,0.2908210734125109
15799494,850,44,140393.65,2,0,1,186285.52,0,0,1,0,1.4783986187005824,0.9314586543014857
15768120,702,36,90560.48,2,1,0,174268.87,0,0,1,0,1.2692732094864536,0.8713696658030841
15697678,590,36,92340.69,2,1,1,174667.58,0,0,1,0,1.2762119479791088,0.8733634062052925
15795511,800,39,95252.72,1,1,0,13906.34,0,0,1,0,-1.521511219523546,0.06948043538157893
15653997,699,31,114493.68,1,0,0,138396.32,0,1,0,0,0.6449842688662063,0.6919897850244698
15752502,615,41,130385.82,1,0,1,130661.95,0,0,0,0,0.5103832535030657,0.6533142415100641
15737977,527,25,0.0,2,0,1,96758.58,1,0,0,0,-0.07963610505260653,0.48378120110470546
15597885,772,43,0.0,2,1,1,57675.88,0,0,0,0,-0.759791192426628,0.2883490373330653
15627999,590,30,0.0,2,1,0,83090.35,0,1,0,0,-0.3175039128012579,0.4154335239015326
15715003,625,49,80816.45,1,1,1,20018.79,1,1,0,0,-1.4151364305806289,0.10004560435521592
15779423,716,39,70657.61,2,1,1,76476.05,0,0,0,0,-0.43261238264643215,0.38235886527163343
15769353,550,40,150490.32,1,0,0,166468.21,1,0,0,1,1.1335185511881518,0.8323626406321802
15796434,724,28,97612.12,1,1,1,96498.14,0,0,0,0,-0.08416853477101625,0.48247887673272793
15604130,622,47,142319.03,1,0,0,100183.05,1,1,0,0,-0.02004015359429594,0.5009051864453056
15792646,647,64,91216.0,1,1,1,41800.18,1,1,0,0,-1.036075536154767,0.2089629559622944
15642937,550,46,0.0,2,1,0,130590.35,1,0,0,0,0.5091372007928903,0.6529562073177988
15567437,734,30,123040.38,1,1,1,76503.06,1,0,1,0,-0.4321423284047864,0.3824939281701402
15708162,565,40,89994.71,2,0,1,121084.27,1,0,1,0,0.3437031680115205,0.6054212677310683
15636572,760,32,0.0,2,1,1,105969.05,1,0,0,0,0.08065343552687755,0.5298379495241795
15567893,556,33,124213.36,2,1,0,62627.55,0,0,1,0,-0.6736174239434545,0.31310975198131424
15631460,671,42,0.0,2,1,1,128449.33,1,1,0,0,0.47187709222389346,0.6422500848831063
15807335,676,64,116954.32,1,1,1,91149.48,1,1,0,0,-0.1772511086370474,0.45573302250364905
15801630,558,40,0.0,2,1,0,173844.89,0,0,0,0,1.2618946979213665,0.8692495633332984
15723950,684,40,70291.02,1,1,1,115468.84,0,1,0,1,0.24597800362183644,0.5773414361071482
15811613,588,27,0.0,1,1,0,20066.38,1,0,0,0,-1.4143082231996618,0.10028357708161129
15688865,850,35,0.0,2,0,0,25329.48,1,0,0,0,-1.3227146475163492,0.12660159045188815
15611186,609,37,39344.83,1,1,1,178291.89,0,0,0,1,1.3392857091245913,0.8914866869786064
15813192,494,25,0.0,2,0,1,109988.09,0,0,0,0,0.15059667134118113,0.5499350687990703
15794356,641,42,121765.37,2,1,1,166516.84,0,0,1,0,1.1343648576587644,0.8326058138552231
15768495,700,32,110923.15,2,1,1,161845.81,1,0,0,1,1.0530750589044133,0.809248433225373
15727421,586,38,0.0,2,1,1,37935.83,1,0,0,0,-1.103326706414084,0.18963936055893338
15763381,496,30,90963.49,1,0,1,27802.0,0,0,0,0,-1.2796854541230058,0.1389653711929489
15633586,595,39,120962.13,1,0,0,23305.01,1,0,0,0,-1.357946439837148,0.11647827367513595
15586479,692,36,0.0,1,1,0,185580.89,1,0,0,1,1.466135963376965,0.9279351678085257
15670345,785,33,127211.45,1,0,0,191961.83,1,0,1,0,1.5771832759533317,0.9598429149983823
15700255,814,44,95488.82,2,0,0,107013.59,0,0,1,0,0.09883153465937494,0.5350611483396664
15798975,606,48,132403.56,1,0,0,36091.91,0,0,1,1,-1.1354163923546843,0.1804188800030403
15765846,820,31,94222.53,1,1,0,103570.8,1,1,0,0,0.03891676077577933,0.5178455542504309
15600991,694,31,109052.59,2,1,1,19448.93,0,0,1,1,-1.4250536875278452,0.0971960322210771
15695932,766,36,78381.13,1,0,1,153831.6,0,1,0,0,0.9136039961891006,0.7691735560746051
15606472,585,38,0.0,1,1,1,87363.56,1,0,0,0,-0.2431373638955391,0.4368016145541899
15663441,700,40,148571.07,1,1,0,189826.96,1,0,1,1,1.5400301956548321,0.9491675455005952
15639882,528,30,128262.72,2,1,0,50771.16,0,0,0,0,-0.8799538330551707,0.25382214001437137
15682834,715,35,40169.88,2,1,1,199857.47,1,1,0,0,1.7145908684194058,0.9993248855265677
15793688,669,50,201009.64,1,1,0,158032.5,0,0,0,1,0.986712136275367,0.7901800621959396
15630349,543,23,0.0,2,1,0,117832.39,0,1,0,0,0.2871107952857407,0.5891603148100644
15810723,607,39,0.0,3,1,0,132741.13,1,0,0,1,0.546567162357017,0.6637111344133364
15758845,590,37,64345.21,1,0,1,61759.33,1,1,0,1,-0.6887270312622905,0.30876823736666853
15676835,710,33,0.0,2,1,0,168313.17,0,1,0,0,1.1656263362183978,0.8415883216847209
15617252,697,33,87347.7,1,1,0,172524.51,1,0,0,0,1.2389161633199468,0.8626470327916316
15681990,497,24,111769.14,2,1,0,55859.27,0,0,1,0,-0.7914056032343387,0.2792651198189427
15681410,813,36,98088.09,1,0,1,26687.22,1,0,1,1,-1.2990859379253739,0.1333909388346587
15722322,655,78,0.0,2,0,1,188435.38,1,1,0,0,1.5158125695315618,0.9422089809576815
15669664,574,54,99774.5,1,0,0,4896.11,0,0,1,1,-1.6783159892275334,0.024424982585836943
15566531,724,33,88046.88,1,0,1,186942.49,0,0,1,1,1.489831848435276,0.9347438180346221
15685372,350,54,152677.48,1,1,1,191973.49,0,1,0,1,1.5773861945930057,0.959901220566564
15629750,697,35,133087.76,1,1,0,64771.61,0,0,0,0,-0.6363044103431877,0.32383107586774534
15710161,850,34,0.0,2,1,1,171706.66,1,0,0,0,1.2246831436409367,0.8585573922309581
15762134,506,59,119152.1,2,1,1,170679.74,0,0,1,0,1.2068116848541552,0.8534223018298246
15601410,744,46,0.0,3,1,1,177431.59,1,1,0,1,1.3243139333345901,0.8871847761461219
15586029,806,34,96152.68,2,1,0,143711.02,0,0,1,0,0.7374758378434443,0.7185658230360998
15599124,832,29,0.0,2,1,0,178779.52,1,0,0,0,1.3477719197818945,0.89392506984417
15579208,550,48,0.0,2,1,1,191870.28,1,0,0,0,1.5755900339754467,0.959385121279082
15573278,743,39,0.0,2,1,0,44265.28,0,0,0,0,-0.9931754728048527,0.22128963315996675
15716994,559,24,114739.92,1,1,0,85891.02,0,1,0,1,-0.26876393453579006,0.42943821134918386
15603594,635,24,0.0,2,1,1,70668.77,0,1,0,0,-0.5336763069864958,0.35331969203058894
15646168,834,33,0.0,2,1,0,66285.18,0,1,0,0,-0.6099637958104996,0.3313996486664476
15794396,494,38,174937.64,1,1,0,40084.32,1,0,1,0,-1.0659365976531179,0.20038283656089154
15639322,633,33,137847.41,2,1,0,98349.13,0,1,0,0,-0.05195580982677128,0.4917347106648685
15759751,483,48,0.0,2,1,1,110059.38,0,0,0,0,0.15183732913040499,0.5502915528432966
15781326,636,35,95478.17,1,0,0,169286.74,0,0,0,0,1.182569346512331,0.846456636608796
15629323,617,37,116471.43,2,1,0,175324.74,1,0,1,1,1.2876484842782567,0.8766495200291626
15789974,713,33,94598.48,1,0,0,197519.66,0,0,0,1,1.6739060292242154,0.9876347191156755
15591047,519,47,157296.02,2,0,0,147278.43,1,1,0,1,0.7995593699496949,0.7364045766370687
15611947,557,34,83074.0,1,1,0,132673.22,0,0,0,0,0.5453853266091394,0.6633715519832144
15740160,616,31,0.0,2,1,1,54706.75,0,0,0,0,-0.8114628751551709,0.27350196943808136
15737169,642,26,144238.7,1,1,1,184399.76,0,1,0,0,1.445580792461187,0.9220289537650845
15569976,754,65,136186.44,1,1,1,121529.59,0,0,1,1,0.3514530589737466,0.6076480803916774
15568006,634,45,0.0,4,1,0,101039.53,1,0,0,1,-0.005134857152798831,0.5051879954535657
15802207,769,43,110182.54,2,1,1,87537.32,0,0,1,0,-0.2401134236871575,0.43767049753251436
15796351,603,35,105346.03,2,1,1,130379.5,0,0,1,0,0.5054677843970727,0.6519018566273078
15594612,702,44,0.0,1,0,0,59207.41,0,1,0,1,-0.7331380205381468,0.2960074187084867
15678385,465,25,78247.31,2,1,1,10472.31,0,0,0,0,-1.5812735433828242,0.052308645475642915
15768124,648,34,0.0,1,1,0,54726.43,1,0,0,0,-0.8111203846895807,0.2736003788361789
15606554,797,29,0.0,1,0,1,149991.32,0,0,0,0,0.846771715437241,0.7499703221657669
15632051,550,42,128707.31,1,1,0,63092.65,1,0,1,1,-0.6655233022185568,0.3154354740877754
15693337,683,41,148863.17,1,1,1,163911.32,0,1,0,0,1.0890210691473576,0.8195769696005968
15571873,655,24,107065.31,1,1,1,51959.82,0,0,0,0,-0.8592676177691745,0.2597660076537309
15649129,757,32,0.0,2,1,0,115950.96,0,0,0,0,0.25436832390996317,0.5797522663414356
15756026,790,46,0.0,1,0,0,14679.81,1,1,0,1,-1.508050543689195,0.0733481547487785
15580068,526,35,0.0,2,1,1,105618.14,0,1,0,0,0.07454655903906018,0.528083231948651
15656627,602,34,0.0,2,1,1,77414.45,0,0,0,0,-0.41628143483597435,0.3870513134004297
15633640,799,52,161209.66,1,1,1,89081.41,1,0,0,0,-0.21324167048527148,0.4453916849059085
15629511,738,49,106770.82,1,1,0,123499.27,0,0,0,0,0.38573134252372826,0.6174974210037059
15792818,499,29,148051.52,1,1,0,118623.94,1,0,1,0,0.30088611683238176,0.5931184428112884
15740878,655,29,0.0,2,0,1,85736.26,1,1,0,0,-0.27145721829873404,0.4286643374442259
15790809,685,40,74896.92,1,1,0,198694.2,0,1,0,0,1.6943465145623393,0.9935079800120912
15716822,646,30,98014.74,1,1,1,12757.14,0,0,0,0,-1.5415107135812807,0.06373388658616896
15754820,637,35,147127.81,2,1,1,84760.7,0,0,1,0,-0.28843486050458467,0.4237860715698349
15585280,649,36,0.0,2,0,1,75035.48,1,0,0,0,-0.45768258030980746,0.37515532733376034
15604551,732,35,0.0,2,1,0,90876.95,1,0,0,0,-0.18199394027258028,0.45437024235814516
15638806,645,49,0.0,2,0,0,10023.15,0,1,0,0,-1.5890902617529705,0.0500626309812587
15685309,669,35,0.0,1,1,1,49108.23,1,0,0,1,-0.9088937553084152,0.24550669588945742
15747878,739,60,0.0,1,1,1,51637.67,0,1,0,0,-0.8648739848164242,0.2581551038124141
15569678,561,32,166824.59,1,1,0,139451.98,0,0,1,0,0.6633558890341389,0.6972685891502639
15714241,749,42,222267.63,1,0,0,101108.85,0,1,0,1,-0.003928483216075629,0.5055346285570272
15671390,690,36,0.0,2,1,0,55902.93,0,1,0,0,-0.7906457895286646,0.2794834406685838
15793901,639,27,0.0,2,0,0,125244.18,1,0,0,0,0.41609796032418206,0.6262228042778084
15770101,766,43,112088.04,2,1,1,36706.56,0,0,1,0,-1.124719656344776,0.18349242352644674
15605698,746,58,0.0,3,1,1,80344.96,0,0,0,1,-0.36528185484021025,0.40170526285260244
15644200,807,42,0.0,1,1,0,16500.66,1,1,0,1,-1.4763623442852392,0.08245327428769446
